HBA,HBD,TPSA,dipole,excitation_energy_1,excitation_energy_2,excitation_energy_3,excitation_energy_4,homo_energy,homo_lumo_gap,logP,lumo_energy,melting_point,molecular_refractivity,oscillator_strength_1,oscillator_strength_2,oscillator_strength_3,oscillator_strength_4,pccdb_id,smiles
6,4,130.66,6.05,5.406,6.125,6.417,6.661,-6.944,7.246,0.056,0.302,191.84,41.62,0.0029,0.0136,0.0016,0.0273,1216,OC(=O)[C@H](CCCP(=O)(O)O)N
4,3,83.55,4.94,4.953,5.212,5.393,5.426,-6.455,5.804,1.177,-0.65,178.87,42.72,0.0394,0.002,0.0018,0.0009,1217,OC(=O)[C@H](c1cccc(c1)O)N
5,3,100.62,5.41,4.637,4.795,4.818,5.308,-6.874,5.276,1.344,-1.597,236.51,52.34,0.112,0.0015,0.0193,0.2598,1222,OC(=O)c1ccc(cc1)[C@](C(=O)O)(N)C
5,3,86.63,6.79,5.152,5.496,5.769,5.867,-6.822,6.139,-0.147,-0.683,176.85,43.91,0.0051,0.0008,0.0019,0.0048,1226,OC(=O)[C@H]1NCCC[C@H]1C(=O)O
4,2,66.56,4.45,5.24,5.454,5.679,5.933,-6.191,6.354,-0.427,0.163,129.53,29.68,0.0344,0.0184,0.0099,0.004,1232,O=C1[C@H](N)CCN1O
5,3,109.32,4.32,5.41,5.658,5.953,5.962,-7.165,6.327,-0.247,-0.838,219.84,33.58,0.0329,0.0044,0.0205,0.0255,1233,OC(=O)[C@H](c1onc(c1)O)N
5,3,86.99,4.99,4.868,5.232,5.307,5.499,-6.259,5.772,0.519,-0.487,149.35,47.66,0.0458,0.0244,0.0539,0.0087,1245,COc1cc(ccc1O)[C@@H](C(=O)O)O
1,1,20.23,1.6,6.319,6.686,6.981,7.075,-6.925,8.591,2.439,1.665,11.98,49.23,0.0146,0.0025,0.0097,0.009,1254,C[C@@H]1CC[C@H]([C@H](C1)O)C(C)C
2,1,37.3,4.89,4.8,4.953,5.753,5.907,-6.803,5.788,2.374,-1.015,66.55,48.89,0.0039,0.0163,0.1962,0.0109,1256,CC(=C)[C@@H]1CCC(=CC1)C(=O)O
5,3,100.62,6.16,5.262,5.519,5.583,5.866,-6.789,6.049,-0.181,-0.74,204.58,35.09,0.0007,0.0,0.0005,0.0037,1271,N[C@@H]([C@@H]1C[C@H]1C(=O)O)C(=O)O
1,1,26.02,1.56,4.992,5.32,5.443,5.544,-5.655,5.252,4.897,-0.403,41.95,71.17,0.6334,0.0035,0.0236,0.1611,1274,CCCCCCCC/C=C/C=C/[C@H](N)C
3,2,57.53,4.94,5.222,5.43,5.819,5.98,-6.895,6.259,0.805,-0.637,102.26,39.15,0.0057,0.0492,0.0252,0.0148,1292,O[C@@H](c1ccccc1)C(=O)O
1,1,12.03,0.78,5.003,5.125,5.208,5.253,-5.889,5.753,3.899,-0.136,84.64,79.73,0.0162,0.0041,0.0069,0.0142,1295,C1CN[C@@H](C1)C(c1ccccc1)c1ccccc1
6,4,120.85,3.13,4.531,4.589,4.72,5.309,-7.116,5.35,0.875,-1.766,271.2,49.68,0.0001,0.0226,0.0583,0.1675,1297,N[C@@H](c1ccc(c(c1)O)C(=O)O)C(=O)O
3,2,57.53,4.67,5.253,5.427,5.845,5.95,-6.803,6.291,0.979,-0.512,108.54,43.84,0.0014,0.0636,0.0219,0.015,1303,OC(=O)[C@@](c1ccccc1)(O)C
5,3,100.62,8.01,5.466,5.682,5.769,6.047,-6.857,6.501,0.353,-0.356,214.94,39.94,0.0006,0.0021,0.0095,0.0005,1310,OC(=O)[C@@H]1CC[C@](C1)(N)C(=O)O
5,5,92.95,1.8,5.362,5.633,6.189,6.21,-6.267,7.581,-2.638,1.314,97.67,40.21,0.0099,0.0013,0.0056,0.0029,1313,OC[C@H]([C@H]1NC[C@H]([C@H]1O)O)O
2,2,52.04,2.25,5.558,5.573,6.145,6.208,-6.193,8.057,3.425,1.864,79.28,55.6,0.0329,0.0284,0.0013,0.0151,1317,NCCCCCCCCCCN
2,2,24.06,1.83,5.129,5.869,6.026,6.219,-5.818,7.878,0.122,2.06,30.45,17.33,0.0164,0.0001,0.0051,0.037,1322,CNNC
6,0,61.82,7.44,4.937,4.962,5.022,5.307,-5.959,5.559,-1.029,-0.4,143.54,52.04,0.0017,0.1117,0.0001,0.1864,1326,O=c1n(C)c2n(C)cnc2c(=O)n1C
4,4,72.72,2.7,5.383,5.641,6.099,6.32,-6.338,7.423,-1.999,1.086,79.71,34.24,0.0042,0.0103,0.005,0.002,1335,OC[C@H]1NC[C@H]([C@H]1O)O
2,2,53.09,5.13,4.079,4.368,4.737,4.804,-5.649,4.591,1.234,-1.059,171.34,46.59,0.1007,0.1186,0.0008,0.0016,1340,Oc1cccc2c1ccnc2O
2,1,15.27,1.58,3.599,4.08,4.567,4.654,-4.977,4.223,2.643,-0.754,106.43,75.31,0.1115,0.0289,0.0075,0.0071,1342,N1CCN(CC1)c1cccc2c1cccc2
2,1,29.26,0.51,5.132,5.406,5.608,5.618,-5.578,7.674,0.679,2.095,52.9,38.36,0.0205,0.006,0.0046,0.0118,1344,NCCN1CCCC1
3,2,63.32,3.33,5.552,5.842,5.923,6.388,-6.754,7.004,1.433,0.25,137.78,38.17,0.0014,0.0019,0.0,0.0193,1366,OC(=O)C1(N)CCCCC1
4,1,56.73,2.92,4.685,4.774,5.118,5.854,-6.433,5.26,0.726,-1.173,123.61,37.67,0.0727,0.0042,0.1095,0.0042,1367,Nn1nnc2c1cccc2
4,0,38.77,3.17,4.554,4.657,4.886,5.141,-5.739,5.195,1.979,-0.544,96.23,66.62,0.1485,0.007,0.0305,0.0681,1370,O=C(c1ccc2c(c1)OCO2)N1CCCCC1
5,5,92.95,3.67,5.904,6.187,6.256,6.45,-6.588,8.245,-2.638,1.657,97.67,40.21,0.0007,0.0112,0.0081,0.0154,1374,OC[C@H]1NC[C@H]([C@H]([C@H]1O)O)O
6,2,68.17,4.07,3.914,4.485,4.821,5.402,-6.212,5.159,0.206,-1.053,79.51,40.21,0.0016,0.0012,0.0001,0.0014,1383,CNCCCN(N([N][O])O)C
3,2,62.32,7.09,3.262,3.302,3.687,3.844,-4.898,3.57,1.029,-1.328,159.93,57.19,0.0023,0.1571,0.0042,0.0367,1384,COc1cc2c(CO)[nH]ccc2cc1=O
1,0,3.24,0.57,4.207,4.842,4.87,4.959,-5.529,5.08,2.343,-0.449,41.91,60.46,0.0029,0.0037,0.0564,0.203,1388,CN1CCC(=CC1)c1ccccc1
2,0,17.82,4.07,5.407,5.824,6.07,6.259,-5.981,6.841,0.42,0.86,20.98,23.49,0.0043,0.1063,0.0143,0.0022,1390,Cn1cncc1
3,1,46.53,4.24,5.721,6.335,6.4,6.497,-6.806,7.086,3.618,0.28,37.0,67.46,0.0005,0.0,0.0145,0.0252,1420,COCCCCCCCCCCCC(=O)O
5,2,84.32,6.33,4.64,4.779,5.131,5.457,-6.37,5.306,-0.795,-1.064,153.23,51.95,0.0996,0.0009,0.0008,0.0085,1465,O[C@@H]1C[C@H](O[C@@H]1C)n1ccc(nc1=O)O
7,3,110.08,0.53,4.83,4.987,5.027,5.206,-5.924,5.412,-0.178,-0.512,214.44,59.95,0.1071,0.0065,0.0918,0.0528,1468,O[C@H]1C=C[C@@H]([C@H]1O)n1cnc2c1[N]C=N[C]2N
5,5,92.95,4.41,5.418,5.567,6.056,6.091,-6.248,7.538,-2.638,1.29,97.67,40.21,0.0022,0.0127,0.0019,0.001,1472,OC[C@H]1N[C@@H]([C@H]([C@H]1O)O)CO
2,2,50.83,1.85,5.226,5.508,5.701,5.876,-5.957,6.68,1.697,0.724,20.88,41.69,0.0051,0.0165,0.0284,0.0122,1520,CCCCNCCS
6,5,101.82,4.7,5.473,5.544,5.616,5.834,-6.071,6.525,-2.103,0.454,126.29,51.66,0.001,0.0095,0.0012,0.0041,1527,O[C@@H]1CN[C@@H]([C@@H]([C@@H]1O)O)C/N=C(/O)\C
3,3,66.48,2.23,6.031,6.348,6.465,6.609,-6.634,8.297,-0.611,1.663,77.27,26.41,0.0193,0.0148,0.0025,0.0072,1531,OCC(CO)(N)C
3,2,71.77,7.95,3.955,4.555,4.846,4.998,-5.6,4.708,0.242,-0.893,155.53,34.23,0.0341,0.0033,0.0007,0.0025,1532,CC1=CC(=[N]=C(N1)[NH])O
2,1,38.91,3.01,3.784,4.499,4.976,5.104,-5.064,4.425,1.553,-0.639,72.81,33.61,0.0561,0.0045,0.0002,0.0011,1533,Cc1cc[nH]c(=N)c1
3,1,63.68,4.98,5.014,5.36,5.601,5.734,-5.935,6.648,0.962,0.713,77.76,41.34,0.0112,0.0281,0.0063,0.0353,1534,C[C@@H]1CCNC(=N)S1
2,2,46.25,3.01,5.777,6.257,6.38,6.565,-6.52,8.163,2.367,1.644,66.23,51.94,0.0081,0.0191,0.002,0.0052,1551,NC[C@H](C1CCCCCCC1)O
5,3,86.63,4.57,5.501,5.898,6.135,6.195,-6.972,6.653,0.63,-0.318,152.41,41.27,0.0203,0.0047,0.0009,0.0486,1562,O/N=C(\[C@@H](C(=O)O)CC(C)C)/O
2,2,59.03,2.21,5.237,5.816,6.309,6.591,-6.566,7.119,-0.091,0.552,14.97,20.82,0.0032,0.0472,0.0017,0.0216,1567,OCCS
3,1,57.25,4.97,3.48,3.547,4.198,4.457,-5.747,4.133,1.455,-1.614,103.24,32.81,0.0392,0.0,0.0001,0.2807,1570,S=c1ccccn1O
7,3,108.18,5.13,3.788,4.09,4.468,4.931,-6.346,4.925,-0.106,-1.42,161.49,38.02,0.0029,0.0022,0.0008,0.0003,1606,NCCN(N([N][O])O)CCN
5,3,100.62,5.12,5.435,5.52,5.558,5.583,-6.289,6.449,2.16,0.161,178.68,61.24,0.0027,0.0021,0.0002,0.0024,1621,OC(=O)CCCCC[C@H]([C@@H](N)C)CC(=O)O
6,3,117.53,7.37,4.367,4.58,4.837,4.998,-7.478,5.165,0.458,-2.313,201.32,47.15,0.004,0.0433,0.0017,0.013,1629,OC(=O)c1ncccc1CP(=O)(O)O
2,1,75.08,3.25,4.623,4.915,5.015,5.262,-5.927,5.377,2.23,-0.55,2.19,46.21,0.0641,0.0128,0.2792,0.2666,1630,C=CC[S@](=O)C/C=C/S
3,2,67.59,4.33,4.732,5.183,5.353,5.78,-5.976,5.284,-0.032,-0.691,130.76,20.79,0.1063,0.0026,0.007,0.0038,1639,[NH]C1=N[CH]NN1
3,2,69.11,5.84,4.334,4.994,5.046,5.205,-5.946,5.091,1.649,-0.854,143.28,38.94,0.0476,0.0078,0.0205,0.0608,1645,Nc1cccc(c1)C(=N)O
4,2,88.77,4.31,5.808,6.467,6.707,6.864,-6.841,7.856,1.004,1.015,110.66,29.78,0.01,0.0018,0.0272,0.0356,1646,NCCCS([O])(O)[O]
2,1,49.81,4.16,5.829,6.748,6.94,7.162,-6.966,7.932,0.559,0.966,63.58,18.99,0.0143,0.0015,0.0114,0.0078,1647,NCCC#N
5,3,86.63,7.31,5.368,5.582,5.631,5.968,-6.825,6.425,0.735,-0.4,174.86,58.33,0.0004,0.001,0.0028,0.0003,1650,OC(=O)C[C@@H]1[C@@H](CN[C@@H]1C(=O)O)C(C)C
5,4,97.99,5.73,5.375,5.552,5.873,6.131,-6.778,6.61,-0.745,-0.169,134.25,38.84,0.0141,0.0009,0.0831,0.0315,1653,OC(=O)[C@@H]1C[C@@H](O)[C@H](C(=C1)O)O
5,3,94.83,4.39,5.507,5.76,5.964,6.05,-7.116,6.373,-0.313,-0.743,157.4,35.7,0.001,0.0002,0.0002,0.003,1662,OC(=O)CC(CC(=O)O)(O)C
3,3,58.28,1.52,4.495,4.763,5.012,5.095,-5.358,5.361,1.447,0.003,129.55,38.94,0.0013,0.0121,0.0318,0.0082,1663,NNCc1cccc(c1)O
3,2,55.48,2.75,4.901,4.954,5.424,5.528,-5.685,5.829,1.602,0.144,107.82,47.44,0.044,0.001,0.0119,0.0227,1669,NCCc1ccc(c(c1)OC)O
5,3,92.78,3.74,4.854,5.19,5.4,5.546,-6.212,5.75,1.056,-0.463,184.31,54.02,0.0526,0.0004,0.0312,0.0185,1670,COc1cc(ccc1O)C[C@@H](C(=O)O)N
2,1,35.25,1.13,5.613,6.206,6.412,6.575,-6.144,8.523,0.682,2.378,20.06,25.13,0.016,0.0048,0.0088,0.0254,1672,COCCCN
5,1,69.62,4.03,4.34,4.669,4.756,5.198,-5.761,4.757,0.527,-1.004,147.49,40.99,0.0988,0.1013,0.0003,0.0499,1673,Nc1ncn(c2c1ncn2)C
4,2,83.54,8.44,4.542,4.744,5.079,5.155,-5.957,5.129,-0.177,-0.827,230.43,51.85,0.1367,0.0116,0.0004,0.0011,1676,CCCn1c(=O)nc(c2c1[nH]cn2)O
2,1,83.12,3.44,3.904,4.16,4.579,5.061,-7.524,4.637,0.261,-2.887,83.34,26.41,0.0003,0.0001,0.0001,0.0022,1678,OC(=O)CCN(=O)=O
4,1,72.52,4.12,1.495,3.554,3.79,3.975,-6.416,3.238,1.884,-3.178,121.22,39.99,0.0003,0.0166,0.0036,0.0,1679,[O][N]c1cccc(c1)C(=N)O
1,1,26.02,1.45,4.822,4.905,5.077,5.332,-6.019,5.358,1.697,-0.661,77.42,41.89,0.2483,0.0004,0.1752,0.003,1681,NCC#Cc1ccccc1
5,3,104.64,3.5,5.781,6.583,6.861,6.931,-7.638,7.72,-0.361,0.082,138.92,29.29,0.0003,0.0205,0.0161,0.0501,1682,OC(=O)CCP(=O)(O)O
2,1,37.3,2.38,3.628,5.022,5.989,6.282,-6.92,5.167,1.683,-1.752,31.58,46.26,0.0003,0.0733,0.3646,0.011,1693,CCCCC[C@@H](/C=C/C=O)O
3,2,58.03,4.3,5.399,5.477,5.639,5.794,-6.506,6.468,-0.058,-0.038,143.03,38.67,0.0038,0.0015,0.0007,0.0018,1695,Oc1noc2c1CNCC2
3,2,75.95,9.68,2.98,2.997,3.745,3.869,-5.834,3.423,1.643,-2.411,260.54,63.94,0.1499,0.0028,0.0002,0.0122,1720,OC1=NC(=O)c2c3c1cccc3c(cc2)N
3,3,75.89,4.85,4.577,4.763,4.879,5.238,-5.578,5.268,1.934,-0.31,142.86,42.11,0.0194,0.2037,0.1316,0.0181,1725,Nc1ccc(cc1)C(=[NH2])[NH]
4,3,93.36,2.35,5.641,5.965,6.464,6.533,-6.395,7.717,0.603,1.322,115.35,35.04,0.0103,0.0041,0.0365,0.0004,1726,NCCCCP(=O)(O)O
2,1,38.91,5.55,4.171,4.212,5.082,5.105,-5.167,5.121,1.245,-0.046,67.98,28.64,0.0004,0.0171,0.0039,0.2775,1727,N=c1cc[nH]cc1
2,0,36.68,4.05,4.017,4.088,4.461,5.144,-6.577,4.476,2.415,-2.101,106.73,51.42,0.0979,0.0004,0.0059,0.0019,1733,N#Cc1c(C)ncc2c1cccc2
7,5,135.29,5.58,5.654,5.873,6.035,6.295,-7.519,6.754,-2.372,-0.765,183.61,37.98,0.0004,0.0008,0.0014,0.0143,1737,OC(=O)[C@H](C[C@@H]([C@@H](C(=O)O)O)O)O
4,3,75.35,2.36,4.81,4.94,5.045,5.357,-6.324,5.489,1.087,-0.835,161.28,39.36,0.0326,0.0156,0.2344,0.0312,1742,NNC(=O)c1ccc(cc1)O
2,2,48.91,2.15,5.362,5.955,6.155,6.176,-6.147,6.653,-0.098,0.506,88.55,24.72,0.063,0.1058,0.0045,0.0303,1745,OCc1cnc[nH]1
3,2,55.48,2.62,4.917,4.961,5.438,5.556,-5.704,5.859,1.602,0.155,107.82,47.44,0.0543,0.0015,0.0181,0.0535,1748,NCCc1ccc(c(c1)O)OC
1,0,62.89,1.78,2.895,3.102,3.624,3.656,-7.11,3.94,2.328,-3.17,125.78,48.63,0.0,0.0212,0.014,0.0,1750,O=C1C=Cc2c1cccc2N(=O)=O
3,1,46.53,4.66,5.6,6.311,6.585,6.614,-7.29,7.431,3.618,0.142,37.0,67.46,0.0019,0.0061,0.0067,0.0199,1754,CCCCCCCCCCOCCC(=O)O
5,2,91.67,5.47,4.531,4.993,5.535,5.596,-6.988,5.516,1.455,-1.472,146.49,53.93,0.0002,0.0009,0.0019,0.0023,1755,O=C(CCC(=O)O)CCCCCC(=O)O
1,0,28.75,3.74,4.517,5.171,5.323,5.619,-5.592,5.535,1.099,-0.057,36.61,39.26,0.0,0.0001,0.1827,0.0001,1774,[O]N1[CH]CCC1(C)C
3,3,78.55,3.4,4.657,4.732,4.937,5.175,-6.112,5.2,1.647,-0.912,200.82,47.36,0.1171,0.021,0.0311,0.0685,1801,[NH]C(=[NH2])c1ccc2c(c1)[nH]cn2
3,3,84.9,8.34,4.333,4.506,4.922,5.126,-5.804,5.059,2.169,-0.746,244.16,58.87,0.0302,0.0114,0.0015,0.0067,1809,NCCc1c[nH]c2c1cc(cc2)C(=N)O
5,2,126.44,4.03,3.348,3.691,4.205,4.327,-6.368,3.592,1.804,-2.776,176.53,47.09,0.6075,0.0,0.0003,0.2653,1839,OC(=N)N/N=C/c1ccc(o1)N(=O)=O
6,5,136.79,1.8,4.679,4.856,5.539,5.626,-6.495,5.66,-2.441,-0.835,99.89,43.73,0.0004,0.001,0.0044,0.055,1841,OC[C@H]([C@H]([C@H]([C@H](C=O)O)O)O)S
1,1,32.86,3.8,3.934,4.024,4.474,4.615,-5.889,4.596,2.681,-1.293,175.71,62.07,0.0098,0.0787,0.1029,0.0007,1853,Oc1nc2ccccc2c2c1cccc2
4,4,106.18,4.4,5.027,5.092,5.604,5.706,-6.234,5.695,-1.485,-0.539,212.67,54.36,0.1156,0.0055,0.0003,0.0084,1855,OCC(CC1=C(C)C(=[N]=[C](=N1)O)O)CO
6,2,108.93,5.59,3.991,4.34,4.968,5.042,-6.514,4.966,0.226,-1.548,198.3,54.95,0.0094,0.0447,0.0281,0.0031,1883,O=C1[C@H](N)[C@@H]2N1C(=C(CS2)C)C(=O)O
3,1,46.53,1.83,3.793,4.26,4.746,4.9,-6.248,4.947,3.099,-1.301,138.27,67.52,0.001,0.053,0.2162,0.0058,1890,Oc1ccc2c(c1)O[C@@H](CC2=O)c1ccccc1
1,1,74.5,7.23,3.472,3.519,4.05,4.286,-6.376,4.0,1.994,-2.376,150.23,44.92,0.1542,0.0,0.0003,0.0451,1893,O=N(=O)c1cccc2c1n[nH]c2
4,2,113.51,4.25,3.328,3.532,3.878,4.052,-6.406,3.85,2.009,-2.555,191.67,56.12,0.1135,0.0002,0.1129,0.0019,1894,O=N(=O)c1cccc2c1nn(c2)C(=[NH2])[NH]
2,1,33.12,2.21,3.939,4.281,4.383,5.034,-5.725,4.52,1.94,-1.205,104.13,43.77,0.0487,0.002,0.0041,0.0,1923,Oc1cccc2c1nccc2
2,1,38.91,4.35,3.709,4.219,4.319,4.516,-5.056,4.264,3.277,-0.792,144.24,63.58,0.0908,0.0657,0.0044,0.0013,1935,N=c1c2CCCCc2[nH]c2c1cccc2
3,1,34.15,0.95,4.813,4.91,4.989,5.465,-6.144,5.551,1.151,-0.593,71.69,49.75,0.0027,0.0101,0.0658,0.0002,1962,C1C[C@H](N1)COc1cccnc1
6,4,124.46,1.76,3.035,4.051,4.061,4.344,-6.256,4.629,2.468,-1.627,180.77,58.1,0.0001,0.0223,0.0002,0.0006,1969,NC(=N)C([N][N]C(C(=N)N)(C)C)(C)C
3,0,29.54,2.41,5.048,5.225,5.545,5.645,-5.657,6.041,0.582,0.384,31.68,49.24,0.0096,0.0119,0.0138,0.0276,1979,CC(=O)O[C@H]1CN2CC[C@H]1CC2
3,2,49.33,3.21,4.485,4.632,4.653,4.782,-5.295,5.279,1.424,-0.016,99.57,42.78,0.0953,0.0498,0.0597,0.0024,1983,Oc1ccc(cc1)/N=C(/O)\C
3,2,49.33,2.44,5.393,5.798,6.511,6.6,-6.057,6.846,-0.097,0.789,78.57,15.46,0.0018,0.0014,0.1608,0.0023,1990,O/N=C(/O)\C
4,2,66.4,7.1,5.625,5.777,5.863,6.076,-6.71,6.577,1.013,-0.133,97.84,45.34,0.0042,0.0014,0.0239,0.0738,1995,CC(C[C@@H](C(=O)O)/N=C(/O)\C)C
4,2,66.4,7.35,5.255,5.388,5.694,5.762,-6.637,6.188,1.209,-0.449,130.22,55.41,0.0013,0.03,0.0102,0.0229,2000,OC(=O)[C@H](Cc1ccccc1)/N=C(/O)\C
4,2,66.4,6.64,5.588,5.599,5.865,5.919,-6.789,7.165,1.158,0.376,97.84,45.34,0.0018,0.0003,0.0029,0.0053,2005,OC(=O)CCCCC/N=C(/O)\C
7,3,120.86,1.89,3.888,3.986,4.229,4.594,-6.343,4.487,-0.037,-1.856,267.82,55.7,0.0001,0.2241,0.0342,0.0714,2006,OC(=O)C(=O)Nc1cccc(c1)c1n[nH]nn1
1,1,32.86,4.95,3.559,3.596,4.392,4.742,-5.619,4.112,2.681,-1.508,175.71,62.07,0.0786,0.0,0.0373,0.0239,2015,O=c1c2ccccc2[nH]c2c1cccc2
4,3,101.19,2.42,5.255,5.377,5.643,5.769,-6.071,6.768,1.072,0.697,124.2,33.13,0.0061,0.0024,0.001,0.0026,2039,NCCSC(=[NH2])[NH]
2,0,93.4,2.9,3.536,3.755,3.904,4.016,-7.723,3.948,2.549,-3.774,136.53,54.47,0.0001,0.6951,0.0493,0.0002,2041,N#CC(=Cc1ccc(cc1)N(=O)=O)C#N
5,2,117.62,6.77,3.091,3.748,4.19,4.735,-6.338,3.459,2.259,-2.879,240.5,64.07,0.2733,0.4904,0.005,0.0657,2045,N#C/C(=C\c1ccc(cc1)O)/C(=C(C#N)C#N)N
3,1,113.63,1.67,3.301,3.444,3.89,4.009,-7.44,3.742,2.254,-3.698,177.51,56.49,0.1385,0.0622,0.4173,0.1527,2046,N#CC(=Cc1ccc(c(c1)O)N(=O)=O)C#N
2,0,25.78,1.16,3.537,3.749,3.953,4.337,-6.074,4.25,3.914,-1.823,126.61,74.91,0.0023,0.2908,0.0329,0.0083,2048,Cc1cc2ncc(nc2cc1C)c1ccccc1
5,3,101.55,5.36,3.516,3.975,4.127,4.958,-6.305,3.709,1.089,-2.596,221.94,51.71,0.3775,0.2699,0.0001,0.0238,2054,N#C/C(=C\c1ccc(c(c1)O)O)/C(=O)O
5,3,107.34,6.34,3.514,3.921,4.097,4.397,-6.21,3.701,1.19,-2.509,220.42,52.85,0.4234,0.1347,0.0049,0.0459,2065,N#C/C(=C\c1ccc(c(c1)O)O)/C(=N)O
1,1,26.02,1.44,5.427,5.98,6.033,6.158,-6.106,7.954,2.716,1.848,70.19,48.66,0.0175,0.0055,0.007,0.0069,2068,CC([C@H]1[C@@H]2CC[C@H]([C@H]1N)C2)C
2,2,58.88,4.72,3.937,4.182,4.669,4.784,-5.407,4.427,1.692,-0.98,180.53,48.97,0.1272,0.1086,0.0097,0.001,2072,Nc1cccc2c1ccnc2O
5,3,92.42,6.99,5.22,5.303,5.347,5.49,-6.381,6.153,1.237,-0.229,183.81,62.92,0.0073,0.0049,0.0013,0.005,2080,C[C@@H](/C(=N\[C@H](C(=O)O)Cc1ccccc1)/O)N
4,4,72.72,4.34,4.948,5.055,5.361,5.497,-5.97,5.821,1.697,-0.15,125.08,67.6,0.0271,0.0005,0.0021,0.0482,2083,OCc1cc(ccc1O)[C@H](CNC(C)(C)C)O
3,2,74.43,6.38,4.278,4.617,5.266,5.319,-6.528,5.031,-0.354,-1.497,208.65,34.51,0.0012,0.1063,0.0001,0.0231,2094,OC1=NC=[N]=c2c1c[nH][n]2
6,3,85.52,1.66,5.385,5.488,5.639,5.833,-5.78,7.042,-2.549,1.263,84.01,55.63,0.0085,0.017,0.0107,0.0218,2095,OC[C@@H]1[C@H](O)[C@H]([C@H]2[C@H]1OC(=N2)N(C)C)O
6,4,99.38,6.11,5.642,5.994,6.045,6.294,-6.523,7.698,-2.567,1.176,51.92,40.47,0.0007,0.0024,0.0008,0.0125,2108,CO[C@H]1O[C@H](CO)[C@H]([C@H]([C@H]1O)O)O
5,3,100.62,6.23,5.467,5.521,5.992,6.142,-7.015,6.509,-0.037,-0.506,193.69,32.44,0.003,0.003,0.0117,0.0,2109,OC(=O)C[C@](C(=O)O)(N)C
4,3,83.55,6.82,4.96,5.347,5.35,5.675,-6.359,5.856,1.437,-0.503,188.56,52.37,0.0405,0.005,0.0069,0.0159,2110,Oc1cccc(c1)C[C@](C(=O)O)(N)C
4,2,88.62,3.97,5.063,5.272,5.527,5.564,-6.082,6.495,1.242,0.414,124.84,43.06,0.0032,0.0006,0.006,0.0113,2111,C[C@](C(=O)O)(CCSC)N
4,2,72.55,2.62,4.935,5.13,5.416,5.516,-5.856,5.788,1.525,-0.068,123.18,56.69,0.0265,0.0005,0.0008,0.0004,2112,COC(=O)[C@@](Cc1ccc(cc1)O)(N)C
4,3,89.34,5.37,5.528,5.678,5.978,6.136,-6.539,7.263,0.928,0.724,170.12,38.18,0.003,0.0133,0.0118,0.0023,2113,C[C@](C(=O)O)(CCCN)N
6,0,48.39,0.08,5.176,5.271,5.281,5.338,-5.625,6.387,0.07,0.762,79.88,62.45,0.0003,0.0023,0.0065,0.0772,2123,CN(C1=NC(=[N]=C([N]1)N(C)C)N(C)C)C
1,1,26.02,1.24,5.541,5.986,6.263,6.396,-6.133,7.984,2.614,1.85,103.79,46.59,0.0188,0.0106,0.0017,0.0212,2130,N[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3
5,3,104.24,2.14,3.079,3.566,3.95,4.034,-6.395,4.035,0.967,-2.359,194.76,54.26,0.0134,0.0093,0.0073,0.0097,2138,OC(=O)C(=O)Cc1ccc(cc1)C(=[NH2])[NH]
6,4,130.69,2.14,4.996,5.342,5.554,5.589,-6.003,6.112,0.842,0.109,150.83,50.24,0.0056,0.0024,0.0103,0.0126,2141,NCCCNCCSP(=O)(O)O
4,3,90.42,3.8,5.171,5.815,5.983,6.347,-6.074,7.195,0.234,1.121,157.37,18.73,0.0074,0.0095,0.0129,0.033,2146,NNC(=[NH2])[NH]
5,3,92.42,9.1,4.507,4.677,5.011,5.036,-6.101,4.928,1.055,-1.173,192.04,50.42,0.4201,0.0761,0.0024,0.0009,2148,O=C(c1ccc(cc1)N)NCC(=O)O
4,3,83.55,7.32,5.596,6.101,6.326,6.743,-6.808,7.434,-0.519,0.626,124.79,26.98,0.001,0.0023,0.0312,0.0077,2149,NC[C@H](CC(=O)O)O
4,1,52.95,3.99,4.241,4.478,4.585,4.685,-5.238,4.751,1.648,-0.487,131.33,60.66,0.0802,0.0067,0.0029,0.2412,2151,Nc1c(C)n(n(c1=O)c1ccccc1)C
3,1,67.15,4.51,4.27,4.561,4.97,5.079,-5.298,5.638,1.306,0.34,67.21,26.52,0.0007,0.0002,0.1024,0.0014,2155,N=c1scc[nH]1
6,2,87.07,6.27,4.758,5.169,5.52,5.569,-6.602,5.51,-1.158,-1.091,141.33,46.9,0.0031,0.0054,0.0037,0.0045,2172,OC(=O)[C@@H]1N2[C@@H](O/C/1=C/CO)CC2=O
2,1,24.92,2.11,4.513,4.783,4.857,5.128,-5.891,5.353,2.225,-0.539,69.76,53.03,0.0042,0.0004,0.0039,0.0,2181,C1CC[C@@H](NC1)c1cccnc1
4,1,86.65,4.23,3.607,4.326,4.718,4.837,-5.268,4.963,1.612,-0.305,92.9,48.94,0.0002,0.0346,0.0028,0.0014,2209,NSC(=S)N1CCCC1
3,1,46.53,3.26,3.817,4.437,4.821,5.25,-6.166,4.92,1.603,-1.246,85.3,45.15,0.0003,0.113,0.1246,0.0012,2214,COc1cc(ccc1O)C(=O)C
6,4,128.8,4.85,5.167,5.2,5.654,5.698,-5.938,7.513,1.115,1.576,226.16,49.16,0.002,0.0024,0.0008,0.0007,2227,[NH]C(=[NH2])NCCCCNC(=[NH2])[NH]
