HBA,HBD,TPSA,dipole,excitation_energy_1,excitation_energy_2,excitation_energy_3,excitation_energy_4,homo_energy,homo_lumo_gap,logP,lumo_energy,melting_point,molecular_refractivity,oscillator_strength_1,oscillator_strength_2,oscillator_strength_3,oscillator_strength_4,pccdb_id,smiles
4,0,56.51,4.41,4.144,4.516,4.536,5.277,-6.373,4.585,2.027,-1.788,114.0,58.95,0.2424,0.0,0.1328,0.0454,366,CC(=O)Oc1ccc2c(c1)oc(=O)cc2C
3,3,64.07,3.08,5.167,5.475,5.541,5.571,-5.657,7.685,1.845,2.027,107.79,48.79,0.0055,0.007,0.0045,0.0128,368,NCCCCNCCCCN
5,4,97.99,4.27,4.526,4.577,4.801,4.908,-6.079,4.936,0.502,-1.143,217.57,39.47,0.0238,0.1661,0.0018,0.0102,370,OC(=O)c1cc(O)c(c(c1)O)O
4,2,74.6,0.49,4.043,4.436,5.288,5.404,-8.27,5.459,-0.841,-2.811,146.43,23.05,0.0001,0.0007,0.0003,0.1177,371,OC(=O)C#CC(=O)O
4,2,74.6,2.74,4.387,5.456,5.803,6.219,-7.04,6.199,-0.199,-0.841,90.6,34.09,0.0,0.0006,0.0008,0.0032,376,CC(=O)C[C@@H](CC(=O)O)O
2,1,37.3,4.4,5.584,6.427,7.233,7.291,-7.214,7.502,2.432,0.288,49.27,42.34,0.002,0.0116,0.0004,0.0007,379,CCCCCCCC(=O)O
4,2,74.6,8.94,5.397,5.61,5.726,5.779,-6.648,5.948,1.106,-0.699,127.09,39.31,0.0008,0.001,0.0004,0.0007,385,OC(=O)CCCCCC(=O)O
4,3,89.34,4.74,5.118,5.474,5.633,6.011,-6.065,6.289,0.538,0.223,159.76,33.34,0.0167,0.0051,0.0057,0.0131,389,N[C@H](C(=O)O)CCCN
4,3,89.34,4.53,5.425,5.631,5.72,5.812,-6.389,6.634,0.928,0.245,159.09,38.14,0.0084,0.0053,0.0251,0.0022,392,NCCC[C@@H](CC(=O)O)N
2,2,58.88,6.01,4.6,4.829,4.94,5.33,-5.804,5.192,1.896,-0.612,174.74,50.98,0.0744,0.0225,0.0007,0.012,397,OC(=N)Cc1c[nH]c2c1cccc2
0,0,45.82,3.72,4.139,4.41,6.844,7.033,-7.87,6.166,1.195,-1.703,6.19,24.64,0.0002,0.0001,0.1248,0.0037,398,CC(N(=O)=O)C
3,1,46.17,3.73,3.494,4.139,4.734,5.074,-6.482,4.836,1.776,-1.646,94.03,41.72,0.0004,0.0866,0.0454,0.0896,400,O/C=N/c1ccccc1C=O
4,2,64.35,5.92,5.011,5.655,6.013,6.083,-6.068,6.416,-0.596,0.348,94.22,25.13,0.0206,0.0286,0.0141,0.0179,401,N[C@@H]1CON=C1O
1,1,25.3,1.43,5.806,6.13,7.548,7.797,-7.116,7.649,0.113,0.533,8.97,10.38,0.0728,0.0,0.0,0.0157,402,S
2,2,46.25,2.11,4.337,4.475,4.552,5.223,-4.991,5.113,1.556,0.122,93.45,32.87,0.0517,0.0036,0.0004,0.0003,403,Nc1ccc(cc1)O
5,4,95.58,3.12,5.488,5.864,5.907,6.001,-6.7,6.74,0.639,0.041,185.93,38.97,0.0037,0.0019,0.0138,0.0071,404,ONCCCC[C@@H](C(=O)O)N
2,1,24.92,2.44,4.807,4.858,5.159,5.213,-6.221,5.739,1.835,-0.482,70.42,48.23,0.0018,0.0038,0.0,0.0005,412,C1CN[C@@H](C1)c1cccnc1
3,1,41.99,4.61,4.894,5.147,5.331,5.705,-6.612,6.237,1.361,-0.376,91.81,48.43,0.0038,0.0001,0.0492,0.0097,413,OC1=N[C@@H](CC1)c1cccnc1
2,2,40.46,2.92,4.363,4.768,5.691,5.763,-6.308,5.037,-0.166,-1.271,52.83,30.22,0.0386,0.0816,0.0009,0.0264,418,O[C@H]1C=CC=C[C@@H]1O
5,2,91.67,4.21,3.324,3.591,3.749,4.476,-7.51,4.025,-0.329,-3.486,158.94,34.23,0.0129,0.0037,0.0101,0.0009,419,OC(=O)/C=C/C(=O)CC(=O)O
4,3,114.9,5.87,5.23,5.331,5.622,5.668,-6.631,6.797,2.25,0.166,89.79,58.2,0.0312,0.003,0.001,0.0024,421,SCC[C@H](CCCCC(=O)O)S
4,2,80.39,4.82,4.553,4.845,5.371,5.659,-6.838,5.491,0.078,-1.347,126.9,30.83,0.0002,0.0047,0.005,0.0031,423,CC(=O)C[C@@H](C(=O)O)N
5,3,100.62,4.55,5.492,5.615,5.876,5.886,-7.048,6.305,-0.427,-0.743,183.33,27.59,0.0047,0.0039,0.0009,0.0069,424,OC(=O)C[C@@H](C(=O)O)N
2,2,52.04,1.43,5.619,5.628,6.174,6.176,-6.221,8.534,0.695,2.313,83.93,21.95,0.0039,0.0215,0.0002,0.0039,428,NCCCN
3,1,50.19,3.75,4.353,4.547,4.97,5.01,-6.727,4.969,1.569,-1.758,118.17,45.71,0.0041,0.3769,0.0077,0.0806,439,OC(=O)C/C=C/c1cccnc1
3,2,57.53,5.95,5.637,6.175,6.98,7.127,-6.944,7.543,-0.158,0.599,70.54,24.28,0.0007,0.0069,0.0087,0.0283,441,C[C@@H](CC(=O)O)O
4,3,77.76,4.54,5.596,6.418,6.628,6.728,-7.108,7.497,-0.406,0.389,98.85,35.09,0.0011,0.0111,0.018,0.0025,449,OCC[C@](CC(=O)O)(O)C
1,0,17.07,2.57,4.335,6.505,6.824,6.969,-6.849,6.357,2.546,-0.493,3.83,40.77,0.0002,0.0232,0.0446,0.0012,454,CCCCCCCC=O
6,3,109.49,4.77,3.593,4.353,4.668,5.256,-6.822,4.61,-0.643,-2.212,187.13,24.6,0.0066,0.0477,0.0074,0.006,456,[NH]/C(=N/[C](C(=O)O)O)/O
2,1,29.46,2.14,5.0,5.108,5.631,5.746,-5.821,5.951,1.401,0.131,49.4,34.96,0.0411,0.0004,0.0324,0.0052,460,COc1ccccc1O
5,3,100.62,5.25,5.428,5.612,5.705,5.831,-6.517,6.204,0.353,-0.313,182.0,37.21,0.0024,0.001,0.003,0.0004,469,OC(=O)CCC[C@@H](C(=O)O)N
4,3,89.34,5.96,5.587,5.759,6.023,6.126,-6.436,7.282,0.148,0.846,160.42,28.53,0.001,0.0002,0.0049,0.0051,470,N[C@H](C(=O)O)CCN
5,2,97.46,3.39,3.17,3.362,3.612,4.057,-5.739,3.845,1.077,-1.894,185.59,52.63,0.0003,0.0003,0.1206,0.0,472,OC(=O)C(=O)CC(=O)c1ccccc1N
2,2,54.7,3.23,4.938,5.576,6.039,6.088,-5.761,6.808,0.573,1.048,115.25,22.99,0.0026,0.0055,0.0199,0.1023,484,Nc1cnc[nH]1
4,2,74.6,5.0,5.556,5.799,5.943,6.616,-7.353,6.514,-0.208,-0.838,129.08,24.89,0.0065,0.007,0.0017,0.0129,487,CC(C(=O)O)C(=O)O
4,2,84.41,3.77,4.218,6.15,6.248,6.504,-7.276,6.174,-0.637,-1.102,94.15,22.92,0.0007,0.0097,0.0265,0.0015,490,O=CCP(=O)(O)O
4,2,66.4,6.51,5.552,5.845,6.216,6.378,-6.887,6.833,-0.322,-0.054,122.41,32.72,0.0021,0.0014,0.0611,0.002,499,OC(=O)[C@@H]1CCC(=N1)O
5,3,101.7,9.14,5.375,5.457,5.594,6.043,-6.267,6.977,0.525,0.71,177.62,37.02,0.0017,0.0035,0.0003,0.0027,500,[NH]C(=[NH2])NCCCC(=O)O
4,3,81.14,3.77,5.47,5.634,5.925,5.958,-6.033,7.592,1.185,1.559,141.5,34.95,0.0016,0.0077,0.0104,0.0033,502,NCCCCNC(=N)O
5,3,98.21,3.18,4.826,5.469,5.694,5.79,-6.539,5.938,-0.068,-0.601,164.22,25.54,0.0612,0.0019,0.0137,0.0785,503,NC[C](/N=C(/O)\[NH])O
3,1,41.46,3.52,4.895,5.53,5.692,5.814,-7.021,6.074,-1.091,-0.947,64.44,28.35,0.0031,0.0991,0.0,0.0009,504,OC1=NC=NC1
9,3,169.02,2.96,6.912,7.014,7.162,7.313,-9.094,8.24,0.351,-0.854,145.61,32.73,0.0149,0.0293,0.0184,0.0036,510,O[P@]1(=O)O[P@@](=O)(O)O[P@@](=O)(O1)O
4,1,71.44,2.58,2.934,3.548,3.926,4.036,-6.876,4.302,1.469,-2.574,143.89,57.36,0.0007,0.0679,0.0882,0.003,512,O=C(c1ccccc1)C/C=C/C(=O)C(=O)O
7,4,132.13,5.32,5.27,5.458,5.685,5.98,-7.048,6.044,-1.002,-1.004,233.89,42.28,0.0019,0.0006,0.0006,0.0001,513,OC(=O)C[C@H]([C@](C(=O)O)(O)C)C(=O)O
7,4,132.13,5.29,5.482,5.586,5.649,5.714,-7.342,6.332,-1.002,-1.01,233.89,42.28,0.002,0.0005,0.0006,0.0002,515,OC(=O)C[C@]([C@H](C(=O)O)C)(C(=O)O)O
4,1,71.44,1.47,3.301,4.134,4.36,5.044,-7.173,4.871,-0.381,-2.302,104.37,28.32,0.0,0.0007,0.0002,0.0,523,O=CCCC(=O)C(=O)O
6,3,111.9,2.08,3.837,4.201,5.257,5.546,-7.698,5.102,-1.914,-2.596,169.09,26.25,0.0016,0.0084,0.0034,0.0032,524,OC(=O)C(=O)[C@@H](C(=O)O)O
5,3,94.83,3.08,5.383,5.518,6.257,6.502,-7.695,6.966,-1.093,-0.729,147.7,26.05,0.0011,0.0007,0.0013,0.0024,525,OC(=O)C[C@@H](C(=O)O)O
1,0,17.07,2.74,4.228,6.646,7.038,7.122,-6.838,6.226,0.595,-0.612,7.15,16.73,0.0001,0.0101,0.0479,0.0168,527,CCC=O
5,2,89.62,5.22,5.389,5.819,6.09,6.191,-6.743,6.585,0.052,-0.158,117.29,36.72,0.0022,0.0013,0.0008,0.0082,528,CC(=O)OCC[C@@H](C(=O)O)N
6,3,113.87,4.59,5.804,6.383,6.943,7.167,-7.676,7.698,-0.82,0.022,132.98,25.57,0.0003,0.0073,0.0232,0.0207,529,OC(=O)COP(=O)(O)O
3,2,63.32,5.68,5.624,5.927,6.874,6.914,-6.77,7.32,0.263,0.55,139.77,23.75,0.0004,0.0138,0.0025,0.0114,535,OC(=O)C1(N)CC1
4,1,63.6,5.6,4.751,4.904,5.597,6.022,-7.431,5.44,-0.057,-1.992,95.41,31.42,0.0002,0.0328,0.0006,0.033,542,OC(=O)C[C@H]1C=CC(=O)O1
5,3,104.64,5.39,5.638,6.35,7.003,7.109,-7.581,7.524,-0.751,-0.057,139.58,24.49,0.0027,0.0121,0.0177,0.0453,546,OC(=O)CP(=O)(O)O
4,3,77.76,4.46,4.751,5.036,5.265,5.327,-6.06,5.578,0.725,-0.482,165.6,42.03,0.0594,0.0015,0.0449,0.0035,547,OC(=O)Cc1ccc(c(c1)O)O
6,3,111.9,2.77,2.955,3.675,4.564,4.856,-6.278,3.812,0.113,-2.465,182.11,44.94,0.0002,0.4597,0.0144,0.0,548,O/C=C(\CC(=O)O)/C=C/C(=O)C(=O)O
7,3,128.97,4.58,2.917,4.108,4.709,4.722,-7.078,4.416,-0.628,-2.661,234.77,45.61,0.0,0.0011,0.1813,0.0669,550,OC(=O)C[C@@H](C(=O)O)/C=C/C(=O)C(=O)O
5,3,94.83,9.48,3.835,4.416,4.896,5.13,-6.509,4.381,0.544,-2.128,161.38,39.93,0.1633,0.0088,0.0916,0.016,551,OC(=O)C/C=C/C=C(\C(=O)O)/O
2,0,40.13,10.37,4.505,4.628,4.937,5.124,-5.265,6.093,-1.066,0.827,102.14,41.35,0.0033,0.0079,0.0008,0.0052,554,[O]C(=O)[C@@H]1CCC[N]1(C)C
7,3,120.77,8.23,4.197,5.254,5.295,5.379,-6.836,5.704,-0.209,-1.132,206.06,52.12,0.0003,0.0183,0.0004,0.0002,556,O=CCC[C@@H](C(=O)O)/N=C(\CCC(=O)O)/O
3,1,40.54,4.42,5.448,5.586,5.941,6.255,-6.645,6.841,0.103,0.196,75.81,37.42,0.0078,0.0001,0.0084,0.0045,557,CN1CCC[C@H]1C(=O)O
6,3,118.77,3.34,3.266,3.548,4.353,4.707,-6.046,4.15,0.094,-1.897,198.35,42.03,0.0001,0.0015,0.0021,0.0026,558,[NH]C(=[NH2])NCCCC(=O)C(=O)O
4,2,81.47,0.68,4.382,5.141,5.42,5.799,-6.212,6.027,0.639,-0.185,132.19,35.45,0.0001,0.0489,0.0015,0.0093,559,O=CCCCNC(=[NH2])[NH]
4,2,82.83,1.51,3.632,4.187,4.292,4.915,-5.916,4.463,1.266,-1.453,39.59,41.42,0.0037,0.0003,0.211,0.0007,562,CSCCC(=O)/C(=C\O)/O
3,1,62.6,2.57,4.991,5.359,5.37,5.675,-6.161,6.302,0.824,0.142,60.89,30.7,0.0014,0.0088,0.0029,0.0047,563,CSCCC(=O)O
3,2,63.32,4.51,5.642,5.744,5.913,6.232,-6.392,6.811,1.29,0.419,104.84,35.44,0.0089,0.0003,0.001,0.0008,564,NCCCCCC(=O)O
1,0,13.14,0.71,4.45,4.581,5.239,5.429,-6.008,5.089,3.586,-0.92,92.22,53.72,0.0289,0.2991,0.0324,0.0781,568,c1ccc2c(c1)oc1c2cccc1
4,2,74.6,3.43,2.878,3.364,4.087,4.31,-5.91,3.562,1.795,-2.348,136.32,58.83,0.0006,0.5897,0.0033,0.0658,570,O/C(=C/C=C/C(=O)C(=O)O)/c1ccccc1
5,3,105.2,4.33,5.324,5.672,5.707,5.833,-6.806,6.547,-0.104,-0.259,120.09,38.85,0.0284,0.0019,0.0059,0.0107,581,SC[C@@H](C(=O)O)/N=C(/O)\C
5,3,90.41,7.81,5.105,5.405,5.817,5.984,-6.223,6.882,-0.304,0.659,140.11,32.31,0.0083,0.0031,0.0051,0.0011,586,OC(=O)CN(C(=[NH2])[NH])C
8,4,146.26,7.73,5.088,5.353,5.751,5.848,-6.397,6.637,-0.889,0.239,213.0,43.39,0.008,0.0007,0.0359,0.0062,587,OC(=O)CN(C(=N)NP(=O)(O)O)C
4,1,58.69,5.39,4.727,4.738,5.463,5.506,-5.932,5.48,-1.153,-0.452,93.48,35.96,0.0741,0.0121,0.0214,0.0043,588,CN1CC(=[N]=C1[NH])O
2,0,40.13,14.69,3.644,3.858,4.003,4.169,-4.754,4.46,-1.001,-0.294,89.35,37.49,0.0066,0.0022,0.0017,0.0032,589,[O]C(=O)[CH][CH]C[N](C)(C)C
4,3,102.12,3.48,5.277,5.62,5.888,6.086,-6.776,6.792,0.028,0.016,127.1,28.94,0.01,0.0004,0.0052,0.0412,594,N[C@H](C(=O)O)CS
3,2,71.77,1.75,4.374,5.129,5.331,5.647,-5.804,5.042,-0.067,-0.762,150.69,29.26,0.0857,0.0,0.0025,0.0004,597,Oc1nccc(=N)[nH]1
6,3,111.9,3.79,3.313,4.192,5.033,5.529,-7.393,4.814,-1.524,-2.58,168.43,31.05,0.0001,0.0105,0.0,0.0004,599,O[C@H](C(=O)O)CC(=O)C(=O)O
5,3,92.42,7.24,5.45,5.569,5.587,5.767,-6.683,6.547,0.014,-0.136,153.41,38.44,0.0109,0.0097,0.0055,0.0038,601,C[C@@H](C(=O)O)/N=C(\[C@@H](N)C)/O
3,2,63.32,3.04,5.543,5.892,6.046,6.503,-6.833,6.977,0.118,0.144,106.84,21.01,0.0028,0.0014,0.001,0.025,602,C[C@@H](C(=O)O)N
7,6,138.45,4.31,5.942,6.462,6.589,6.679,-7.41,7.404,-3.493,-0.005,143.69,38.54,0.0019,0.0035,0.0131,0.0093,604,OC[C@@H]([C@@H]([C@@H]([C@@H](C(=O)O)O)O)O)O
7,5,145.71,2.98,5.028,5.563,5.803,5.903,-6.076,6.531,-1.087,0.454,185.57,47.56,0.0006,0.0004,0.0203,0.0111,606,O[C@@H]([C@H](c1[nH]cnc1)O)COP(=O)(O)O
8,6,155.52,3.02,5.658,5.8,6.259,6.364,-7.783,7.067,-3.401,-0.716,202.23,39.15,0.0005,0.001,0.0036,0.0107,607,O[C@H]([C@@H](C(=O)O)O)[C@@H]([C@@H](C(=O)O)O)O
7,5,127.45,3.62,5.666,6.167,6.458,6.616,-7.347,7.159,-3.129,-0.188,138.7,36.35,0.0005,0.0101,0.001,0.0016,610,O[C@@H]1O[C@H](C(=O)O)[C@@H]([C@H]([C@H]1O)O)O
5,3,100.62,2.41,5.455,5.687,6.137,6.185,-7.075,6.648,-0.037,-0.427,182.67,32.4,0.0021,0.0012,0.0005,0.0038,611,OC(=O)CC[C@@H](C(=O)O)N
3,2,57.53,3.44,5.89,6.272,6.784,7.011,-7.581,7.383,-0.548,-0.199,71.21,19.47,0.0009,0.0211,0.0123,0.0143,612,OC(=O)[C@@H](O)C
3,2,49.33,4.68,5.222,5.611,5.749,5.867,-6.294,6.604,0.152,0.31,101.02,32.52,0.0126,0.0059,0.0011,0.006,614,OC(=O)[C@@H]1CCCN1
4,3,83.55,4.58,5.5,6.251,6.544,6.724,-6.985,7.323,-0.909,0.337,125.45,22.18,0.001,0.0042,0.0051,0.018,617,OC[C@@H](C(=O)O)N
5,4,97.99,2.65,4.856,5.193,5.579,5.753,-7.271,6.087,-2.738,-1.184,69.96,31.0,0.0016,0.0257,0.01,0.0299,619,OC[C@@H]([C@@H](C(=O)CO)O)O
5,2,86.96,3.58,3.935,4.607,4.883,5.658,-7.32,5.187,-0.415,-2.133,167.53,44.2,0.0009,0.086,0.0248,0.0032,632,OC(=O)[C@@H]1CCCC(=N1)C(=O)O
7,4,126.26,5.33,6.314,6.476,6.621,6.773,-7.301,8.068,-1.436,0.767,104.69,39.52,0.0031,0.0082,0.0148,0.0006,634,OC[C@H]1O[C@@H](C[C@H]1O)OP(=O)(O)O
7,4,126.26,4.05,6.612,6.789,6.957,6.982,-7.508,8.417,-1.436,0.909,104.69,39.52,0.005,0.0074,0.0086,0.0172,635,O[C@@H]1C[C@H]([C@H](O1)COP(=O)(O)O)O
7,4,134.1,3.25,4.05,5.563,5.946,6.088,-6.988,5.638,-1.593,-1.35,112.46,40.74,0.0017,0.0091,0.0007,0.0044,641,O[C@@H]([C@H](C(=O)C)O)COP(=O)(O)O
5,3,78.43,3.22,5.198,5.396,5.616,5.659,-5.921,6.231,1.749,0.31,156.6,63.86,0.0001,0.0011,0.0008,0.0099,643,OC(=O)CCCCC[C@H]1NC(=N[C@@H]1C)O
6,3,95.5,3.67,4.667,4.877,5.4,5.884,-6.89,5.478,-0.673,-1.412,181.31,40.03,0.0078,0.0553,0.0056,0.0015,648,OC(=O)[C@@H]1CC(=[N]=[C](=N1)O)O
4,2,58.2,4.48,4.608,5.06,5.507,5.746,-6.493,5.747,-0.127,-0.746,104.82,33.45,0.0023,0.0479,0.0047,0.0311,649,OC1=[N]=[C](=NCC1)O
2,0,34.14,0.0,2.676,4.451,6.098,6.171,-6.629,4.286,0.164,-2.343,17.55,21.74,0.0001,0.0,0.0,0.0,650,CC(=O)C(=O)C
4,1,65.57,3.93,6.874,7.075,7.565,7.641,-7.709,8.89,1.16,1.181,10.09,33.34,0.0073,0.0137,0.0237,0.0054,654,CCOP(=O)(OCC)O
4,1,80.59,4.43,5.486,5.639,6.181,6.36,-6.463,7.336,1.927,0.873,8.73,40.24,0.0193,0.0283,0.0231,0.0175,655,CCOP(OCC)([S])O
2,0,26.3,3.99,5.066,5.3,5.476,5.848,-6.506,6.003,1.538,-0.503,56.56,40.79,0.0136,0.0627,0.0328,0.0042,660,O=C1CCc2c(O1)cccc2
4,3,120.69,4.05,5.195,5.49,5.769,5.809,-6.536,6.716,2.351,0.18,88.27,59.34,0.0025,0.0091,0.032,0.0281,663,SCC[C@H](CCCCC(=N)O)S
6,3,113.87,4.94,4.586,5.356,5.566,5.8,-7.913,5.948,-1.343,-1.965,95.17,29.97,0.0019,0.0272,0.0004,0.0018,668,OCC(=O)COP(=O)(O)O
3,2,57.53,1.49,4.909,5.378,5.696,6.833,-7.559,6.291,-1.46,-1.268,34.06,19.06,0.0003,0.024,0.0208,0.0,670,OCC(=O)CO
4,3,77.76,5.56,3.682,4.062,4.542,4.765,-5.837,4.196,1.949,-1.641,221.93,54.95,0.0889,0.0416,0.0001,0.0055,671,OC(=O)c1cc(O)c2c(c1O)cccc2
3,1,40.54,5.25,5.54,5.931,6.324,6.677,-6.724,7.178,-0.367,0.454,54.56,26.01,0.0006,0.0152,0.0107,0.0419,673,CN(CC(=O)O)C
1,1,12.03,1.03,5.299,6.043,6.193,6.509,-5.853,8.215,0.227,2.362,3.27,14.53,0.0017,0.0324,0.0053,0.0783,674,CNC
1,1,28.68,3.34,4.834,5.129,5.167,5.26,-5.802,5.625,2.18,-0.177,120.11,46.03,0.082,0.0907,0.0013,0.0001,675,Cc1cc2[nH]cnc2cc1C
4,3,77.76,4.54,5.884,6.582,6.763,6.956,-7.48,7.606,-0.797,0.125,99.52,30.28,0.0008,0.0145,0.0028,0.0254,677,OC(=O)[C@H](C(O)(C)C)O
1,0,36.28,3.93,5.568,5.668,5.805,6.162,-6.052,7.214,0.86,1.162,-4.6,20.01,0.0575,0.0071,0.0243,0.063,679,CS(=O)C
3,3,66.48,2.13,4.782,4.81,5.018,5.233,-5.44,5.685,1.299,0.245,142.69,42.97,0.0011,0.0607,0.0002,0.004,681,NCCc1ccc(c(c1)O)O
5,2,97.46,5.18,1.815,2.866,3.058,3.088,-6.77,3.181,0.123,-3.589,191.21,47.19,0.0,0.0083,0.0184,0.0182,682,OC(=O)[C@H](CC1=CC(=O)C(=O)C=C1)N
4,2,61.69,3.99,4.847,5.25,5.302,5.673,-6.172,6.101,-0.384,-0.071,118.22,44.34,0.0006,0.0004,0.0082,0.0005,690,OC(=O)[C@@H]1CCN=C(N1)C
3,2,57.53,4.74,4.109,4.337,4.513,4.897,-6.06,4.338,1.67,-1.722,118.04,44.68,0.4835,0.0276,0.0,0.0002,691,O/C(=C/c1ccccc1)/C(=O)O
8,5,154.33,3.8,5.905,6.702,6.77,6.875,-7.739,7.674,-2.098,-0.065,168.89,37.51,0.0007,0.0069,0.0117,0.0214,696,O[C@H]([C@@H](C(=O)O)O)COP(=O)(O)O
7,4,134.1,2.45,3.936,5.454,6.059,6.151,-7.176,5.668,-1.984,-1.508,123.45,35.94,0.0019,0.0035,0.0195,0.0013,697,O=C[C@@H]([C@@H](COP(=O)(O)O)O)O
2,2,46.25,2.83,5.67,6.138,6.58,6.692,-6.436,8.425,-0.362,1.989,48.96,15.6,0.0088,0.034,0.0106,0.0164,700,NCCO
3,0,43.37,3.76,4.403,5.648,5.756,6.212,-6.795,6.289,0.775,-0.506,6.61,37.25,0.0002,0.002,0.0114,0.0057,701,CCOC(=O)[C@H](C(=O)C)C
1,1,20.23,1.67,6.565,7.466,7.63,7.94,-7.157,9.219,-0.001,2.063,-5.29,12.89,0.0108,0.0254,0.0323,0.0435,702,CCO
4,2,66.76,6.11,4.028,4.312,4.386,5.04,-6.046,4.31,1.499,-1.736,150.42,51.63,0.4963,0.0026,0.1548,0.0563,709,COc1cc(/C=C/C(=O)O)ccc1O
7,5,127.45,4.67,5.417,6.055,6.13,6.395,-7.227,6.827,-3.127,-0.4,149.72,36.38,0.001,0.0022,0.001,0.0131,722,OC[C@H]1O[C@@]([C@@H]([C@@H]1O)O)(O)C(=O)O
4,2,74.6,0.03,3.905,4.087,5.336,5.718,-7.943,5.181,-0.288,-2.762,138.87,24.41,0.0001,0.0,0.1976,0.0,723,OC(=O)/C=C/C(=O)O
2,0,40.13,12.18,3.717,3.836,4.27,4.383,-4.435,5.021,-0.777,0.585,79.56,37.97,0.0008,0.0013,0.0026,0.0015,725,[O]C(=O)CCC[N](C)(C)C
6,3,113.87,0.57,4.03,5.893,6.113,6.53,-7.41,5.91,-1.345,-1.499,105.5,29.97,0.0004,0.0143,0.0097,0.0006,729,O=C[C@@H](COP(=O)(O)O)O
5,3,106.41,2.48,5.573,5.957,5.994,6.111,-7.11,6.996,0.064,-0.114,181.15,33.54,0.0015,0.005,0.0006,0.0041,738,[NH][C](CC[C@@H](C(=O)O)N)O
4,2,80.39,4.18,4.239,5.018,5.584,5.703,-6.931,5.584,0.078,-1.347,137.23,30.83,0.0003,0.0034,0.0006,0.0001,742,O=C[C@H](CCC(=O)O)N
4,2,74.6,6.5,5.478,5.563,5.75,6.033,-6.985,6.218,0.326,-0.767,128.42,29.69,0.0007,0.0011,0.0009,0.0014,743,OC(=O)CCCC(=O)O
3,2,63.32,5.58,5.572,5.992,6.812,7.127,-6.89,7.391,-0.27,0.501,107.5,16.21,0.0029,0.0072,0.032,0.0324,750,NCC(=O)O
3,2,57.53,1.41,4.376,5.121,5.807,6.793,-7.244,5.823,-1.462,-1.42,44.39,19.06,0.003,0.0282,0.005,0.0014,751,O[C@@H](C=O)CO
4,3,77.76,2.24,5.461,6.435,6.936,7.166,-7.285,7.236,-1.576,-0.049,89.82,20.63,0.0011,0.0042,0.0043,0.0023,752,OC[C@@H](C(=O)O)O
3,3,60.69,3.54,6.453,6.68,6.7,6.95,-7.012,8.433,-1.668,1.42,31.28,20.02,0.0134,0.0057,0.0061,0.0122,753,OCC(CO)O
6,4,117.03,2.11,6.557,6.975,7.108,7.146,-7.486,8.245,-1.551,0.759,92.39,30.93,0.002,0.0089,0.0112,0.0082,754,OC[C@@H](COP(=O)(O)O)O
2,1,37.3,1.75,4.065,6.12,6.338,7.039,-6.95,5.951,-0.822,-0.999,26.44,13.09,0.0001,0.008,0.004,0.0056,756,OCC=O
3,2,57.53,4.03,5.615,6.102,7.349,7.392,-7.23,7.442,-0.937,0.212,71.87,14.66,0.0012,0.0068,0.0483,0.0082,757,OCC(=O)O
3,1,54.37,1.29,3.212,4.773,6.191,6.781,-7.543,4.917,-0.73,-2.626,84.98,13.7,0.0,0.0001,0.0487,0.0573,760,O=CC(=O)O
5,3,101.7,7.48,5.255,5.585,5.846,6.179,-6.476,7.026,-0.255,0.55,178.95,27.41,0.0044,0.0018,0.0033,0.0107,763,[NH]C(=[NH2])NCC(=O)O
4,3,100.45,9.08,4.092,4.209,4.862,5.031,-5.502,4.879,-0.19,-0.623,258.81,38.91,0.0001,0.116,0.0041,0.1676,764,[NH]C1=[N]=C(c2c(N1)[nH]cn2)O
4,3,92.0,3.38,4.818,5.105,5.178,5.628,-6.071,5.916,0.064,-0.155,200.01,37.65,0.0027,0.0238,0.0021,0.0101,773,N[C@H](C(=O)O)Cc1cnc[nH]1
2,2,54.7,5.77,4.87,5.522,5.701,5.724,-5.521,6.759,0.611,1.238,123.52,31.07,0.0194,0.0146,0.0096,0.0163,774,NCCc1cnc[nH]1
3,2,71.77,3.17,3.846,4.274,5.152,5.173,-5.812,4.629,0.179,-1.184,154.58,36.08,0.01,0.0004,0.0014,0.0195,775,N[C@H](C=O)Cc1cnc[nH]1
3,3,74.93,3.26,5.17,5.627,5.688,5.969,-6.074,6.746,-0.028,0.672,141.47,37.04,0.0062,0.0096,0.018,0.0139,776,N[C@H](CO)Cc1cnc[nH]1
4,2,72.03,2.38,4.011,4.902,4.917,5.211,-5.788,4.702,0.441,-1.086,111.78,37.53,0.0872,0.0031,0.0008,0.0084,777,Cc1ncc(c(=N)[nH]1)CO
4,3,102.12,3.61,5.206,5.405,5.579,5.935,-6.539,6.713,0.418,0.174,126.43,33.75,0.001,0.0127,0.0131,0.0458,778,N[C@H](C(=O)O)CCS
4,3,83.55,4.43,5.613,5.922,6.076,6.343,-6.7,7.219,-0.519,0.52,124.79,26.98,0.0011,0.0006,0.003,0.0089,779,OCC[C@@H](C(=O)O)N
4,3,77.76,7.18,4.643,4.853,5.108,5.348,-6.006,5.407,0.725,-0.599,165.6,42.03,0.069,0.0011,0.0003,0.0218,780,OC(=O)Cc1cc(O)ccc1O
6,3,95.5,4.69,5.367,5.37,5.709,5.869,-6.74,6.085,-0.283,-0.656,180.65,44.84,0.036,0.0149,0.0007,0.0021,782,OC(=O)CC[C@H]1N=[C](=[N]=C1O)O
